nombre,sector,precio,area,habitaciones,banos,parqueadero,fecha
0 9 8 1 8 8 1 0 8 4 Miravelle 3 Casa en Venta 3 Dorm. $285.000,"Cumbayá, Quito",285.000,338,3,3,2.0,2021-10-02
"Vendo Casa Independiente Vivienda /empresas Quito Tenis Bajo Sector La ""Y""","Quito Tenis, Quito",450.000,630,5,6,3.0,2021-10-02
Casa - Carcelén,"Carcelén, Quito",86.000,185,4,2,2.0,2021-10-02
Casa Esquinera - de Venta - 227 m² - San Antonio,"Mitad del Mundo, Quito",113.990,227,3,1,1.0,2021-10-02
Vndo Linda Casa en Cumbaya,"Cumbayá, Quito",160.000,176,3,2,3.0,2021-10-02
Se Vende Hermosa Casa Sector Capelo Los Chillos,"Los Chillos, Quito",450.000,750,3,4,4.0,2021-10-02
Casa Acogedora Dentro Conjunto Privado en Calderón,"Calderón, Quito",86.990,105,3,2,1.0,2021-10-02
"Casa de Venta Independiente 180 m en Calderón Sierra Hermosa, Cerca Al Hospital","Calderón, Quito",80.000,200,6,3,3.0,2021-10-02
Casa – Venta - 197 Mtrs – Jardines – Excelente Ubicación - Sangolqui,"Sangolqui, Quito",165.000,232,3,2,2.0,2021-10-02
Vendo Oportunidad Casa de 180 m Para Remodelar a Gusto en Quito Tennis,"Quito Tenis, Quito",210.000,220,3,3,4.0,2021-10-02
Casa - Conocoto,"Conocoto, Quito",100.000,4,3baños,2estac.,0.0,2021-10-02
Casa en Venta 3 Dorm. Calderon,"Calderón, Quito",49.900,99,3,2,1.0,2021-10-02
Vendo Casas Nuevas en Calderón con Crédito Vip,"Calderón, Quito",76.500,105,3,2,1.0,2021-10-02
Casa Rentera - Venta - 250 Mtrs - Amplios Jardines – El Ejido,"Centro de Quito, Quito",190.000,350,3,2,0.0,2021-10-02
Casas en Venta por Estrenar en Mirasierra,"Los Chillos, Quito",125.900,150,3,2,2.0,2021-10-02
Linda y Acogedora Casa de Venta en Puembo,"Puembo, Quito",360.000,734,3,2,4.0,2021-10-02
"Venta Espectacular Casa 4 Dorm., Piscina, Urbanización Exclusiva de Nayón","Nayón - Tanda, Quito",575.000,520,4,4,3.0,2021-10-02
"Casa en Venta, Conjunto Privado - 3d 2 Parq, Pomasqui","Norte de Quito, Quito",111.500,162,3,3,2.0,2021-10-02
Cumbaya Vendo Casa Esquinera Muy Bien Mantenida136 m,"Cumbayá, Quito",159.990,175,3,2,1.0,2021-10-02
Vendo Casa de Tres Dorm. con Suite Independiente Remodelada - La Baker,"Norte de Quito, Quito",125.000,169,3,2,2.0,2021-10-02
Casa - Quito,"Quito, Pichincha",230.000,485,3,3,0.0,2021-10-02
Venta Pifo Casa 225 m en Terreno de 6100 m $615.000 / Nicole Tapia,"Pifo, Quito",615.000,6100,4,3,6.0,2021-10-02
Casa por Estrenar! Diseño Londoño,"Cumbayá, Quito",394.611,304,3,3,2.0,2021-10-02
Baratisimo. Linda Casa Armenia Uno $85. 000.,"La Armenia, Quito",85.000,130,3,2,1.0,2021-10-02
Casa - Sangolqui,"Sangolqui, Quito",380.000,315,4,2,6.0,2021-10-02
"Casa Moderna en Conocoto, Dentro de Urbanizacion","Conocoto, Quito",135.000,270,3,2,4.0,2021-10-02
Venta Casa Sector Batan Alto,"El Batán, Quito",280.000,454,4,3,2.0,2021-10-02
Vendo Casa Independiente con Loft en Urbanizacion Cumbaya Tanda Amplio Patio,"Cumbayá, Quito",270.000,593,4,3,3.0,2021-10-02
Casa - Cumbayá,"Cumbayá, Quito",340.000,350,4,5,2.0,2021-10-02
Casa de Venta Valle de Los Chillos – Capelo – Crédito Vip,"Los Chillos, Quito",94.900,150,3,2,2.0,2021-10-02
Hermosa Casa en Venta Urbanización Sector Espe,"Los Chillos, Quito",190.000,468,4,3,3.0,2021-10-02
"Venta Casa en Urb. Cásales Buenaventura, Sector Calderon.","Calderón, Quito",60.000,127,3,2,1.0,2021-10-02
"""La Gatazo"" Vendo Casa Rentera 2 Departamentos Grandes 3 Suites 2 Garajes","Sur de Quito, Quito",105.000,330,8,5,2.0,2021-10-02
Casa - Tumbaco,"Tumbaco, Quito",260.000,235,3,3,2.0,2021-10-02
Casa por Estrenar Sector Mirasierra,"Los Chillos, Quito",180.000,255,3,2,2.0,2021-10-02
Se Vende Casa por Estrenar Sector Mirasierra,"Los Chillos, Quito",175.000,267,3,2,0.0,2021-10-02
Se Vende Casa por Estrenar Sector Mirasierra,"Los Chillos, Quito",185.000,278,3,2,2.0,2021-10-02
Casa en Venta - Tumbaco - Valle,"Tumbaco, Quito",135.000,122,3,2,2.0,2021-10-02
Casa - Venta - 212 m² - Terraza - Carcelen,"Carcelén, Quito",124.900,276,3,2,2.0,2021-10-02
La Armenia - Casa de Venta Una Sola Planta,"La Armenia, Quito",279.000,858,3,2,4.0,2021-10-02
En Venta Hermosas Casas por Estrenar en un Conjunto Cerrado,"Sur de Quito, Quito",61.900,88,3,1,1.0,2021-10-02
"Bellavista de Carretas - Cerca Al Intercambiador de Carcelén, Casa de Venta de 160 m²","Norte de Quito, Quito",160.000,160,3,3,2.0,2021-10-02
"Casa de Venta, Sector Tumbaco","Tumbaco, Quito",135.000,197,3,2,2.0,2021-10-02
"En Venta Casa de 6 Dorm., Urbanización Privada Cumbaya","Cumbayá, Quito",460.000,560,6,4,4.0,2021-10-02
"Expectacular Casa en Arriendo o Venta, en Tanda","Nayón - Tanda, Quito",380.000,260,3,4,3.0,2021-10-02
Casa - Los Chillos,"Los Chillos, Quito",469.000,723,4,4,5.0,2021-10-02
Vendo o Arriendo Casa en Sector Santa Ines Cumbaya,"Cumbayá, Quito",370.000,250,4,5,3.0,2021-10-02
Vendo Linda Casa de 3 Dorm. en Cumbayá.,"Cumbayá, Quito",229.000,197,3,3,2.0,2021-10-02
Venta Casa Duplex Puente Dos,"Los Chillos, Quito",92.000,125,3,2,1.0,2021-10-02
Casa en Venta - Bellavista Carretas,"Bellavista, Quito",85.000,495,3,2,0.0,2021-10-02
"Casa de Venta en San Juan, Cumbayá","Cumbayá, Quito",370.000,444,3,2,2.0,2021-10-02
Quitumbe Casa Rentera Tres Departamentos Local Comercial $125.000,"Sur de Quito, Quito",125.000,250,4,4,4.0,2021-10-02
Casa de Venta 217 m² - Sector Cashapamba,"Sangolqui, Quito",130.000,217,3,2,2.0,2021-10-02
Se Vende Casa de 3 Habitaciones con Terraza / Urbanizacion Santa Lucia,"Centro Norte, Quito",87.500,125,3,4,2.0,2021-10-02
Linda Casa en Monte Serrín en Conjunto Exclusivo,"Monteserrín, Quito",255.000,300,3,3,4.0,2021-10-02
"Casas Exclusivas a Estrenar, Sector La Pampa $141.000","Mitad del Mundo, Quito",141.000,205,2estac.,0,0.0,2021-10-02
¡Nuevo Proyecto! Casa en Venta - 112 m² - Zabala,"Calderón, Quito",85.900,143,4,2,1.0,2021-10-02
¡Nuevo Proyecto! Casa en Venta - 117 m² - Zabala,"Calderón, Quito",87.900,149,4,2,1.0,2021-10-02
¡Nuevo Proyecto! Casa 5 en Venta - 118 m² - Zabala,"Calderón, Quito",89.900,151,4,2,1.0,2021-10-02
Casa en La Jipijapa $230.000,"Norte de Quito, Quito",230.000,380,2baños,3estac.,0.0,2021-10-02
Chillogallo Vendo Casa Rentera Llv,"Sur de Quito, Quito",125.000,296,6,3,3.0,2021-10-02
"En Venta, Espectacular Casa 3 Dorm.","Amagasí, Quito",133.000,60,3,2,2.0,2021-10-02
Vendo Casa en Guamani Sector El Rocio,"Sur de Quito, Quito",95.000,350,6,3,3.0,2021-10-02
Amplica Casa en Venta en Capelo,"Los Chillos, Quito",139.900,300,3,2,0.0,2021-10-02
La Magdalena Vendo Casa en Conjunto Privado Az,"Sur de Quito, Quito",55.000,106,4,1,1.0,2021-10-02
Oportunidad Venta Casa 3 Dptos. Sector Etafashion Norte,"Norte de Quito, Quito",165.000,350,7,5,3.0,2021-10-02
San Juan Cumbaya - Hermosa Casa Independiente de Venta o Renta,"Cumbayá, Quito",790.000,1680,4,4,4.0,2021-10-02
Re/max Futuro Vende Casa Rentera Independiente en Ponceano,"Ponceano, Quito",290.000,478,8,6,5.0,2021-10-02
Venta Casa Rentera 407 m². Sector Selva Alegre. Las Casas,"Centro Norte, Quito",230.000,414,6,6,3.0,2021-10-02
Casa por Estrenar Al Norte de Quito,"Centro Norte, Quito",186.000,186,3,2,2.0,2021-10-02
Bonanza - Calderón Vendo Casa $70.000,"Calderón, Quito",70.000,95,3,2,1.0,2021-10-02
"Oportunidad, Bonita Casa en Venta /centro Historico","Centro de Quito, Quito",78.000,184,3,2,0.0,2021-10-02
"Cumbaya Vendo Casa Amplia, Jardin 90 m, Cerca Ruta Viva!","Cumbayá, Quito",234.990,350,4,3,2.0,2021-10-02
Venta de Casa en Conjunto Sector Santa Ines Cumbaya,"Cumbayá, Quito",245.000,383,3,2,2.0,2021-10-02
Casa en Venta Sector La Salle,"Conocoto, Quito",97.000,164,3,2,2.0,2021-10-02
Re/max Futuro Vende Amplia Casa Conocoto 200 m²,"Conocoto, Quito",129.000,213,3,2,1.0,2021-10-02
Vendo Casa Comercial América y Rumipamba 420.000 Dólares Mm,"Norte de Quito, Quito",420.000,550,5,3,15.0,2021-10-02
Nos Bajamos El Precio. Hermosa Casa Rentera La Gatazo $105.000.,"Sur de Quito, Quito",105.000,360,10,6,2.0,2021-10-02
Nueva Aurora Vende Casa Rentera 625 m Parqueadero,"Sur de Quito, Quito",290.000,625,13,5,1.0,2021-10-02
Casa - Quito,"Quito, Pichincha",220.000,200,3,3,2.0,2021-10-02
Casa de 4 Habitaciones en Venta Cashapamba,"Los Chillos, Quito",172.000,345,4,4,3.0,2021-10-02
"Casa de 104 m² Calderon, Sector Collas","Carapungo, Quito",69.000,104,3,2,0.0,2021-10-02
Casa Moderna Amplia Cumbaya - Lumbusi,"Cumbayá, Quito",335.000,300,3,4,2.0,2021-10-02
Vendo Casa Sector Conocoto La Salle,"Conocoto, Quito",79.900,180,4,2,1.0,2021-10-02
Casa Moderna en Campo Alegre - Renta o Venta Monteserrin,"Monteserrín, Quito",820.000,445,3,3,2.0,2021-10-02
Venta Casa Sector El Pinar,"El Pinar, Quito",250.000,405,4,2,2.0,2021-10-02
Bonita Casa a Pocos m del Parque Metropolitano La Armenia / Santiago Muñoz,"La Armenia, Quito",99.000,120,3,2,2.0,2021-10-02
"Vendo Amplia Casa Independiente, Sector Dos Puentes","Sur de Quito, Quito",110.000,343,4,1,0.0,2021-10-02
"Innovocasa Vende Casa Independiente, Sector Cdla Ibarra","Sur de Quito, Quito",78.000,250,3,2,1.0,2021-10-02
Venta Casa - 1030 m² - Nayón,"Nayón - Tanda, Quito",690.000,1030,4,4,4.0,2021-10-02
Ultimas 2 Casas. 3 Dorm 18 m² Patio. Carapungo. Aplica Credito Vip,"Calderón, Quito",77.500,102,3,2,1.0,2021-10-02
"Alangasí, Sector de San Carlos, Vendo Casa de Tres Dormitoros, Jeanine","San Rafael, Quito",97.000,115,3,2,1.0,2021-10-02
Vendo Casa Sector El Dean Los Chillos $89.000,"Los Chillos, Quito",89.000,144,3,2,2.0,2021-10-02
Inmobusiness Vende Casa de 210 m² en Barrio La Concepcion (Valle de Los Chillos),"Los Chillos, Quito",142.000,560,4,4,3.0,2021-10-02
Inmobusiness Vende o Arrienda Hermosa Casa en Lumbisi,"Cumbayá, Quito",900.000,300,3,2,6.0,2021-10-02
Casa Esquinera en Venta - Club Los Chillos - Valle.,"Los Chillos, Quito",160.000,150,3,2,2.0,2021-10-02
Casas Vip en Venta en Calderon,"Calderón, Quito",78.000,116,3,2,1.0,2021-10-02
Casas Vip en Calderón,"Calderón, Quito",82.000,108,3,2,1.0,2021-10-02
Amplias Casas - Calderón,"Calderón, Quito",77.500,116,3,2,1.0,2021-10-02
Vendo de Oportunidad Casa Rentera Sector Solanda,"Sur de Quito, Quito",83.000,244,8,4,0.0,2021-10-02
Vendo Moderna Casa 106 m² 2 Plantas Mitad del Mundo,"Mitad del Mundo, Quito",85.000,106,3,1,1.0,2021-10-02
"Amagasí, Venta Casa en Conjunto","Amagasí, Quito",115.000,178,3,3,2.0,2021-10-02
Casa - Mitad del Mundo,"Mitad del Mundo, Quito",53.000,93,3,2,1.0,2021-10-02
Casa Moderna - con Jardin,"Cumbayá, Quito",225.000,234,3,2,2.0,2021-10-02
Preciosas Casas Calderón,"Calderón, Quito",91.319,148,3,2,1.0,2021-10-02
"Cumbaya, Residencia Ubicada en Una de Las Mejores Urbanizaciones","Cumbayá, Quito",925.000,800,3,4,9.0,2021-10-02
Hermosa Casa Una Planta con Terreno - Conocoto - Valle de Los Chillos,"Los Chillos, Quito",310.000,2500,3,3,10.0,2021-10-02
Casa - Norte de Quito,"Norte de Quito, Quito",275.000,256,4,5,9.0,2021-10-02
Venta Casa Sector Calderon,"Calderón, Quito",71.000,100,3,1,1.0,2021-10-02
"En Venta Moderna Casa por Estrenar, Sector Miravalle","Miravalle, Quito",335.000,261,3,3,4.0,2021-10-02
Casa - Los Chillos,"Los Chillos, Quito",200.000,3,3baños,3estac.,0.0,2021-10-02
Oportunidad Casa Moderna Cumbaya,"Cumbayá, Quito",225.000,254,3,2,2.0,2021-10-02
¡Nuevo Proyecto! Casa en Venta - 111 m² - Zabala,"Calderón, Quito",84.900,131,4,2,1.0,2021-10-02
Casa - Sur de Quito,"Sur de Quito, Quito",136.000,341,5,3,2.0,2021-10-02
Tumbaco Sector La Viña Vendo Casa Independiente,"Tumbaco, Quito",364.990,414,3,3,2.0,2021-10-02
Se Vende Espectacular Casa Dentro de Conjunto Habitacional en La Armenia (Mv),"La Armenia, Quito",215.000,420,3,2,4.0,2021-10-02
"Tumbaco, Casa, 180 m², 3 Habitaciones, 4 Baños, 2 Parqueaderos","Tumbaco, Quito",218.000,180,3,3,0.0,2021-10-02
Casa Rentera Esquinera en Venta - Sector Biloxi,"Sur de Quito, Quito",270.000,633,3baños,7estac.,0.0,2021-10-02
"En Venta Casa en Quitumbe 108,17 m²","Quitumbe, Quito",69.000,108,2baños,2estac.,0.0,2021-10-02
"El Dorado, Centro Histórico. Vendo Casa, Ideal Para Hostelería o Restaurante.","Centro de Quito, Quito",225.000,600,6,10,4.0,2021-10-02
Sector Urabá Acogedora Casa por Estrenar,"Norte de Quito, Quito",105.000,130,3,2,2.0,2021-10-02
La Ecuatoriana Vende Casa Remodelada Independiente 202 m Parqueadero,"Sur de Quito, Quito",80.000,202,5,3,1.0,2021-10-02
"Venta Linda Casa 3 Dorm., Conjunto Privado, Santa Lucía","Norte de Quito, Quito",135.000,230,3,2,2.0,2021-10-02
Casa - Calderón,"Calderón, Quito",390.000,0,0,0,0.0,2021-10-02
Vendo Casa 4 Dorm. 1 Parqueadero $95000,"Conocoto, Quito",95.000,150,4,2,1.0,2021-10-02
Se Vende Casa con Terreno Sector Chillogallo - Sur de Quito,"Sur de Quito, Quito",125.000,400,5,2,0.0,2021-10-02
Casa 3 Habitaciones a Estrenar San Juan de Cumbayá Ruta Viva,"Cumbayá, Quito",235.000,311,3,4,3.0,2021-10-02
Casa - Sur de Quito,"Sur de Quito, Quito",79.000,139,3,2,2.0,2021-10-02
Casa - Norte de Quito,"Norte de Quito, Quito",299.000,700,7,4,10.0,2021-10-02
Casa - Cumbayá,"Cumbayá, Quito",218.000,209,2,2,2.0,2021-10-02
Hermosa Casa de Venta en Miravalle 680.000usd!,"Miravalle, Quito",680.000,800,5,6,4.0,2021-10-02
En Oferta Re/mac Futuro Vende Moderna Casa de 135 M3 Conocoto,"Conocoto, Quito",105.000,135,0,0,0.0,2021-10-02
Prados del Valle - Mirasierra,"Los Chillos, Quito",125.900,130,3,3,2.0,2021-10-02
Venta Casa - 167 m² - Cumbayá,"Cumbayá, Quito",190.000,198,3,3,2.0,2021-10-02
Casas Vip Marianitas - Calderon - Norte de Quito,"Calderón, Quito",66.000,100,3,2,1.0,2021-10-02
Casas en Intervalles,"Tumbaco, Quito",761.000,2573,6,6,3.0,2021-10-02
Cumabya Sector Reservorio Excelente Casa de Venta,"Cumbayá, Quito",1.100.000,750,6baños,6estac.,0.0,2021-10-02
Vendo Casa (Mac) Sector Armenia,"La Armenia, Quito",114.900,120,3,2,2.0,2021-10-02
Casa - Centro Norte,"Centro Norte, Quito",90.000,88,3,1,1.0,2021-10-02
Expectacular Casa Cumbaya Exclusividad,"Cumbayá, Quito",390.000,293,3,3,2.0,2021-10-02
Casa en Urbanizacion San Rafael _,"San Rafael, Quito",200.000,25821,4,3,1.0,2021-10-02
"Venta, Espectacular Casa Dentro de Urbanizacion de Lujo Cumbaya","Cumbayá, Quito",800.000,1050,6,5,3.0,2021-10-02
Casa - Norte de Quito,"Norte de Quito, Quito",185.000,232,4,3,2.0,2021-10-02
Vendo Casa Cumbaya 1200 Terreno 520.000 Dólares Mm,"Cumbayá, Quito",520.000,1200,5,4,4.0,2021-10-02
Hermosa Casa - Calderón - Conjunto Alcázar de San José,"Calderón, Quito",80.000,113,3baños,1estac.,0.0,2021-10-02
"“ponceano” de Oportunidad, Vendo Casa 290 m², Conjunto Privado","Ponceano, Quito",175.000,330,3baños,2estac.,0.0,2021-10-02
Se Vende Hermosa Casa - El Inca - $105.000,"Amagasí, Quito",105.000,211,3,2,2.0,2021-10-02
Vendo Hermosa Casa Sector La Morita - Tumbaco,"Tumbaco, Quito",265.000,546,3,3,3.0,2021-10-02
Venta Casa en Sector Bellavista,"Bellavista, Quito",78.000,271,5,2,3.0,2021-10-02
"Casa 240 m² $190.000. - Norte Quito, La Concepcion.","Norte de Quito, Quito",190.000,262,4,4,3.0,2021-10-02
Casa - Sangolqui,"Sangolqui, Quito",69.900,76,3,1,1.0,2021-10-02
Casa en Venta Frente Al Country Club de La Liga,"Mitad del Mundo, Quito",130.000,202,3,2,1.0,2021-10-02
Casa Cumbaya Sector Miravalle 4,"Cumbayá, Quito",349.000,418,4,4,2.0,2021-10-02
Casa Rentera - Sector Martha Bucaran,"Quitumbe, Quito",225.000,694,6estac.,0,0.0,2021-10-02
Casa en Venta Sector Mirasierra (Valle de Los Chillos),"Sangolqui, Quito",140.000,155,3,2,2.0,2021-10-02
Hermosa Casa 4 Habitaciones - San Pedro de Taboada - Valle de Los Chillos,"Los Chillos, Quito",157.000,330,4,4,3.0,2021-10-02
Casa de Venta en Cumbaya Lumbisi,"Cumbayá, Quito",480.000,864,3,3,2.0,2021-10-02
"Casa de Venta en Urb. Arrayanes, Puembo","Puembo, Quito",1.150.000,1700,4,5,2.0,2021-10-02
Casa en Venta Intervalles,"Cumbayá, Quito",264.000,1566,6,4,6.0,2021-10-02
Casa de 543 m² Esquinera Acabados de Lujo,"El Condado, Quito",395.000,543,3,3,3.0,2021-10-02
•	vendo Casa Cerca Al Centro Comercial El Portal,"Mitad del Mundo, Quito",95.000,155,4,2,1.0,2021-10-02
Casa de Venta Dentro de Conjunto en La Morita,"Tumbaco, Quito",150.000,200,3,3,2.0,2021-10-02
Casa de Venta 3 Dorm. Sector Solca,"Amagasí, Quito",78.000,100,3,2,1.0,2021-10-02
Aproveche Casa de Venta 650 m Valle de Los Chillos Urbanizacion Club Los Chillos,"Los Chillos, Quito",315.000,1000,4,5,20.0,2021-10-02
Venta de Casa en Conjunto Residencial Casa y Campo Sector - Calderón,"Calderón, Quito",60.000,104,3,2,1.0,2021-10-02
Casa - Calderón,"Calderón, Quito",86.100,100,3,2,1.0,2021-10-02
"Casa de Venta en Calderón, Barrio La Tola, Marianitas","Calderón, Quito",65.000,256,3,2,1.0,2021-10-02
"Tumbaco, Sector La Morita, Casa en Venta, 346,40 m²","Tumbaco, Quito",300.000,346,4,2,2.0,2021-10-02
"Quito Tenis - Av Brasil (Cerca a La Carvajal), Casa Para Oficinas en Venta, de 684 m²","Norte de Quito, Quito",500.000,1119,0,0,0.0,2021-10-02
"El Batán - Gualgüiltahua, Casa de Venta de 355 m²","Norte de Quito, Quito",470.000,355,4,3,3.0,2021-10-02
"El Pinar Alto, Linda Casa de Venta de 114.56 m²","Norte de Quito, Quito",115.000,114,3,2,1.0,2021-10-02
"Puembo - Casa Soñada de Venta de 740 m², Dentro de Urbanización, con Hermosa Vista.","Puembo, Quito",1.450.000,740,4,4,4.0,2021-10-02
Amplia Casa de Venta en Marianitas 3 Habitaciones 2 Parqueaderos,"Calderón, Quito",93.319,133,3,3,1.0,2021-10-02
Se Vende Casa en Carcelen Sector Colegio Einstein,"Carcelén, Quito",240.000,300,4,3,1.0,2021-10-02
Casa de Venta Sector La Primavera - Cumbaya,"Cumbayá, Quito",315.000,545,6,5,2.0,2021-10-02
"Tumbaco, La Morita, Casa, 150 m², 3 Habitaciones, 2.5 Baños, 1 Parqueadero","Tumbaco, Quito",150.000,190,3,2,0.0,2021-10-02
"Collaqui, Casa, 390 m², 3 Habitaciones, 4 Baños, 4 Parqueaderos","Tumbaco, Quito",640.000,1100,3,3,0.0,2021-10-02
"La Paz, Casa en Renta y Venta, 5 Habitaciones, 600 m²","Centro Norte, Quito",500.000,500,5,2,0.0,2021-10-02
Linda Casa en Venta con 335 m² de Terren0 - 3 Habitaciones - Tumbaco,"Tumbaco, Quito",135.000,670,3,2,2.0,2021-10-02
"Inmobussiness Vende Casa en Hacienda Capelo, Valle de Los Chillos","Los Chillos, Quito",300.000,900,3,2,4.0,2021-10-02
"Casa en Venta Norte de Quito, Sector Llano Grande","Llano Grande, Quito",91.000,112,4,3,2.0,2021-10-02
"De Venta Casa en Quito, San Miguel de Conocoto, Urbanización El Manantial","Conocoto, Quito",120.000,144,4,2,2.0,2021-10-02
Venta Casa en Tanda/ Nicole Tapia,"Centro de Quito, Quito",433.000,1288,6,8,0.0,2021-10-02
Casa en Venta Sector Union Nacional,"Norte de Quito, Quito",257.000,463,4,3,3.0,2021-10-02
Casa de Venta en Los Chillos,"Los Chillos, Quito",140.000,182,4,2,2.0,2021-10-02
Vendo Hermosas Casas Estilo Único por Estrenar - Tumbaco,"Tumbaco, Quito",220.000,200,3,3,2.0,2021-10-02
Hermosa Casa por Estrenar - Urbanización Privada,"Sangolqui, Quito",165.000,300,4,3,2.0,2021-10-02
Vendo Casa / Conjunto Monte Real / Simón Bolivar,"Norte de Quito, Quito",65.000,100,3,1,1.0,2021-10-02
Cómoda Casa de Venta Sector Einstein,"Ponceano, Quito",240.000,411,4,4,2.0,2021-10-02
"Pomasqui Linda Casa 5 Dorm., 3 Garages, 5 Baños, Patio, Terraza","Norte de Quito, Quito",112.000,180,5,2,3.0,2021-10-02
Calderon Casa de Venta 113 m²,"Calderón, Quito",93.319,113,3,3,1.0,2021-10-02
Venta Hermosa Casa en San Juan de Cumbayá,"Cumbayá, Quito",248.000,258,3,2,2.0,2021-10-02
"Innovocasa Vende Hermosa Casa Independiente, Sector Cumbaya, La Primavera 2","Cumbayá, Quito",235.000,508,3,3,2.0,2021-10-02
Casa Sector El Inca - Vivienda - Proyecto Inmobiliario - Oficinas - Locales,"El Inca, Quito",450.000,1600,7,6,7.0,2021-10-02
Hermosas Casas de Lujo en Tumbaco Desde 297.000usd!,"Tumbaco, Quito",297.000,336,3,3,2.0,2021-10-02
Inmobusiness Vende Casa Dentro de Urbanización Privada Sector Miravalle,"Miravalle, Quito",480.000,400,3,3,4.0,2021-10-02
Inmobusiness Vende Hermosa Casa Sector Quito Tenis,"Quito Tenis, Quito",330.000,300,3,3,4.0,2021-10-02
Vendo Casa 100 m² en San Rafael,"San Rafael, Quito",85.000,132,3,2,1.0,2021-10-02
Hermosa Casa de Campo Amoblada en Urbanizacion Privada,"Guayllabamba, Quito",145.000,1000,4,2,3.0,2021-10-02
Casa de Venta en El Valle de Los Chillos,"Conocoto, Quito",110.000,184,3,2,2.0,2021-10-02
Vendo Bonita Casa Tres Dorm. - Cumbaya,"Cumbayá, Quito",229.000,176,3,2,2.0,2021-10-02
Hermosa Casa a 3 Min de La Ruta Viva!,"Tumbaco, Quito",220.000,194,3,3,2.0,2021-10-02
Se Vende Casa Sector Cumbaya,"Cumbayá, Quito",800.000,700,5,5,4.0,2021-10-02
Venta de Casa Nueva Sector Nayon - Centro Norte,"Nayón - Tanda, Quito",87.000,127,2,2,1.0,2021-10-02
Se Vende Casa a Estrenar en Calderon - Sector Quifatex,"Calderón, Quito",115.000,214,3,2,2.0,2021-10-02
"La Kennedy, Casa en Venta y Renta, 5 Habitaciones, 387 m²","Norte de Quito, Quito",350.000,442,5,2,0.0,2021-10-02
"La Primavera, Casa, 190 m², 2 Habitaciones, 3 Baños, 3 Parqueaderos","Cumbayá, Quito",360.000,560,2,3,0.0,2021-10-02
"Nayón, Casa, 213 m², 3 Habitaciones, 4 Baños, 2 Parqueaderos","Nayón - Tanda, Quito",260.000,260,3,3,0.0,2021-10-02
"Ponciano Bajo, Casa, 236 m², 4 Habitaciones, 4 Baños, 2 Parqueaderos","Norte de Quito, Quito",160.000,460,4,4,0.0,2021-10-02
Casas en Llano Grande de 3 Dorm. - Reserve con $500 Usd,"Llano Grande, Quito",82.000,108,3,2,1.0,2021-10-02
Casa de 5 Dorm. Dentro de Urbanizacion por Hilacril,"Tumbaco, Quito",1.500.000,3000,5,6,4.0,2021-10-02
Casa Rentera en Venta Sector Jardin del Valle,"San Rafael, Quito",240.000,400,6,4,10.0,2021-10-02
Casa de Venta Dentro de Conjunto en La Viña,"Tumbaco, Quito",405.000,409,3,3,3.0,2021-10-02
"Casa en Venta, Sector Mitad del Mundo","Mitad del Mundo, Quito",59.000,230,3,1,1.0,2021-10-02
Venta Casa 187 m². Sector Cashapamba. 142.000 Nm,"Sangolqui, Quito",142.000,220,5,4,2.0,2021-10-02
Hermosa Casa de Venta en La Hungría y Mariana de Jesús,"Iñaquito Alto, Quito",379.000,412,4,2,3.0,2021-10-02
Casa en Venta en San Isidro del Inca en Conjunto Privado,"El Inca, Quito",105.000,149,3,2,2.0,2021-10-02
Linda Casa de Venta en Conjunto Privado Sector Santa Ines,"Cumbayá, Quito",349.900,379,3,2,2.0,2021-10-02
Vendo Casa Ponceano Alto,"Ponceano, Quito",298.000,350,3,2,2.0,2021-10-02
Venta Casa Sector La Primavera Cumbaya.,"Cumbayá, Quito",268.000,350,3,2,2.0,2021-10-02
Nueva Captación Sector Sangolqui Ichalillo,"Sangolqui, Quito",330.000,700,0,0,0.0,2021-10-02
Casa Remodelada en Venta en Norte de Quito Sector San José de Jarrín,"Norte de Quito, Quito",135.000,211,4,3,1.0,2021-10-02
Espectacular Casa con Piscina - Urbanización,"Cumbayá, Quito",985.000,1410,3,7,4.0,2021-10-02
Amplia y Exclusiva Casa en El Sector Balcón del Norte,"Ponceano, Quito",350.589,800,5,5,3.0,2021-10-02
Re/max Futuro Vende Linda Casa de 106 m² en Conjunto Mitad del Mundo,"Mitad del Mundo, Quito",95.000,138,4,2,1.0,2021-10-02
"Cerca a Solca, Vendo Casa Rústica 3hab. Seguridad","Norte de Quito, Quito",119.000,115,3,2,1.0,2021-10-02
Re/max Futuro Vende Proyecto de Modernas Casas de 140 m² en Tumbaco,"Tumbaco, Quito",140.000,140,3,2,1.0,2021-10-02
Casa de Venta Sector Carretas,"Norte de Quito, Quito",197.000,203,3baños,2estac.,0.0,2021-10-02
Un Hermoso Lugar en El Valle de Los Chillos,"Los Chillos, Quito",250.000,431,4,4,2.0,2021-10-02
Venta Casa Rentera - 265 m² - Carapungo,"Carapungo, Quito",150.000,625,8,5,4.0,2021-10-02
Proyecto de 14 Casas Al Norte de Quito - Calderón,"Calderón, Quito",76.500,105,3,2,1.0,2021-10-02
Venta de Casas Modernas a Estrenar en Conjunto Privado con Piscina,"Carcelén, Quito",113.000,187,3,2,1.0,2021-10-02
Cerca Al Cc Bosque. Linda Casa,"El Pinar, Quito",139.000,175,3,2,1.0,2021-10-02
